uid,page_type,action,product_id,brand,experiment_name,quantity
01Z0qujO9BLUh7LcTin3kR,experiment,hover_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,hover_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,hover_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,hover_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,hover_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,hover_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,hover_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_in,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,hover_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,experiment,scroll_out,-,-,Control,-
01Z0qujO9BLUh7LcTin3kR,negative,reached,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,view,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,add_to_cart,10756,Pataks,Control,1
037NoAJr6OktXc4VAqufYL,experiment,leave,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,view,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,add_to_cart,10756,Pataks,Control,2
037NoAJr6OktXc4VAqufYL,experiment,leave,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,view,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_out,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,add_to_cart,10778,Pataks,Control,1
037NoAJr6OktXc4VAqufYL,experiment,leave,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,view,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,scroll_in,-,-,Control,-
037NoAJr6OktXc4VAqufYL,experiment,leave,-,-,Control,-
037NoAJr6OktXc4VAqufYL,cart,view,-,-,Control,-
037NoAJr6OktXc4VAqufYL,checkout,reached,-,-,Control,-
042NFAFx3OM66ZVQVxSVT1,experiment,view,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,add_to_cart,10788,Sharwoods,Experiment 1,1
042NFAFx3OM66ZVQVxSVT1,experiment,leave,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,view,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,hover_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,add_to_cart,10736,Pataks,Experiment 1,1
042NFAFx3OM66ZVQVxSVT1,experiment,leave,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,view,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,hover_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_out,-,-,Experiment 1,-
042NFAFx3OM66ZVQVxSVT1,experiment,scroll_in,-,-,Experiment 1,-
